House area,Storeys,Yard Area,Water supply,Electricity,House Material,House Condition,Number of Bedrooms,Land Category,Ground Status,Bathroom,Sewerage,Heating,Gas,Cellar,Terrace,Garage,Bath,Security,Swimming pool,Year Built,Class,Price
250.0,3.0,5.0,Central,Yes,Foam concrete block,Not specified,6.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,Other,32000000.0
200.0,3.0,2.7,Central,Yes,Block,Needs to be completed,,Not specified,Individual housing construction,1 at home,Septic,No,Magistralny along the border,0.0,1.0,1.0,0.0,0.0,0.0,,Other,25500000.0
280.0,3.0,6.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,1.0,2022.0,Other,35000000.0
330.0,3.0,15.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,5 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2015.0,Other,43000000.0
370.0,3.0,8.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,38850000.0
280.0,2.0,9.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2009.0,Other,31000000.0
550.0,3.0,7.5,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,302500000.0
360.0,2.0,5.67,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,85000000.0
370.0,2.0,16.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35000000.0
250.0,2.0,12.0,No,No,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,Economy,34500000.0
270.0,3.0,14.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,0.0,1.0,2021.0,Other,35000000.0
195.5,,4.3,No,Yes,Other,Can live,,Lands of populated areas,Individual housing construction,1 at home,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,18000000.0
320.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,39000000.0
335.0,3.0,7.0,Central,Yes,Monolithic,Can live,10.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,Other,30000000.0
210.0,,6.0,Yes,Yes,Other,Not specified,,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,1.0,1.0,,Other,19000000.0
192.0,,6.0,No,Yes,Other,Not specified,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,17000000.0
310.0,3.0,8.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Magistralny along the border,0.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,39000000.0
51.2,1.0,15.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,12500000.0
350.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,5 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,40000000.0
150.0,2.0,4.0,Central,Yes,Monolithic,Needs repairs,3.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,0.0,2023.0,Other,27000000.0
200.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,0.0,1.0,2021.0,Other,18000000.0
250.0,3.0,5.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,26500000.0
160.0,2.0,6.0,Central,Yes,Gas concrete block,Can live,4.0,Lands of populated areas,Gardening,In the house,Septic,Electric,Magistralny along the border,0.0,1.0,0.0,0.0,0.0,0.0,2018.0,Other,12800000.0
250.0,2.0,8.0,Central,Yes,Brick,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,28000000.0
168.0,1.0,8.0,Central,Yes,Monolithic,Not specified,3.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,14500000.0
220.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,3.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Gasholder,0.0,0.0,0.0,0.0,1.0,1.0,2021.0,Other,21000000.0
320.0,2.0,7.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,25000000.0
450.0,2.0,8.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,85000000.0
320.0,3.0,5.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2011.0,Other,50000000.0
250.0,2.0,10.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2018.0,Other,37500000.0
400.0,3.0,15.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,5 at home,Central,Electric,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,32000000.0
140.0,2.0,3.0,Central,Yes,Brick,Can live,2.0,Lands of populated areas,Individual housing construction,2 at home,Central,No,Magistralny along the border,1.0,1.0,1.0,1.0,0.0,0.0,,Other,38000000.0
140.0,2.0,5.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,20000000.0
200.0,2.0,7.0,Yes,Yes,Monolithic,Not specified,3.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,19800000.0
350.0,2.0,11.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,19800000.0
290.0,3.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,26000000.0
250.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,28500000.0
340.0,3.0,17.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,40000000.0
220.0,2.0,7.0,Yes,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2022.0,Other,43000000.0
100.0,2.0,5.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,18800000.0
320.0,2.0,7.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2017.0,Other,32000000.0
250.0,2.0,7.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,15000000.0
270.0,2.0,11.0,Yes,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Gasholder,0.0,0.0,1.0,1.0,1.0,1.0,,Other,25000000.0
81.4,2.0,3.15,No,Yes,Other,Needs repairs,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,Other,25300000.0
170.0,,7.0,No,Yes,Other,Can live,,Lands of populated areas,Individual housing construction,2 at home,No,No,No,0.0,1.0,0.0,1.0,0.0,1.0,,Other,35000000.0
87.0,5.0,2.58,Central,Yes,Monolithic,Needs repairs,3.0,Lands of populated areas,Gardening,1 at home,Septic,No,Magistralny along the border,0.0,1.0,0.0,0.0,1.0,0.0,2023.0,Other,18000000.0
126.0,,3.8,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,26900000.0
100.0,1.0,5.0,Central,Yes,Frame,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Electric,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,11600000.0
380.0,2.0,8.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,38000000.0
280.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,32000000.0
106.0,2.0,3.5,Central,Yes,Other,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Electric,Magistralny along the border,0.0,1.0,1.0,0.0,0.0,0.0,2023.0,Other,21000000.0
200.0,2.0,6.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,No,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,0.0,1.0,2021.0,Other,20000000.0
173.0,2.0,4.2,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
175.0,1.0,15.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,15000000.0
600.0,2.0,15.0,No,No,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,Comfort,45600000.0
345.0,3.0,6.0,Central,Yes,Monolithic,Needs repairs,10.0,Lands of populated areas,Individual housing construction,5 at home,Central,Electric,No,1.0,1.0,1.0,1.0,0.0,1.0,2010.0,Other,21000000.0
180.0,,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,30000000.0
220.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,2022.0,Other,35000000.0
230.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,18000000.0
292.0,4.0,2.5,Central,Yes,Monolithic,Needs repairs,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,25000000.0
163.0,2.0,4.5,Central,Yes,Gasosilicate block,Not specified,4.0,Not specified,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,Other,17300000.0
220.3,,2.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Economy,23000000.0
184.5,2.0,6.0,Well,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Septic,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,2020.0,Other,28000000.0
350.0,3.0,9.0,Central,Yes,Brick,Can live,7.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,32000000.0
200.0,3.0,3.0,Central,Yes,Monolithic,Needs repairs,2.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,39000000.0
425.0,3.0,7.0,Yes,Yes,Gas concrete block,Not specified,4.0,Not specified,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,0.0,1.0,2005.0,Other,29000000.0
250.0,2.0,10.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2018.0,Other,30000000.0
320.0,2.0,12.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,39000000.0
330.0,2.0,12.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,Not specified,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,39000000.0
220.0,2.0,7.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,25000000.0
210.0,2.0,8.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,27300000.0
280.0,3.0,4.8,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,38000000.0
275.0,2.0,6.3,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,18000000.0
576.0,3.0,11.0,Central,Yes,Monolithic,Can live,7.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,39000000.0
300.0,2.0,4.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,21000000.0
300.0,3.0,22.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,4 at home,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,1.0,1.0,2021.0,Other,19000000.0
200.0,2.0,6.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,No,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,0.0,1.0,2021.0,Other,23000000.0
280.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,15000000.0
290.0,1.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,24000000.0
320.0,2.0,10.2,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,39700000.0
470.0,2.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,20000000.0
680.0,4.0,7.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,120000000.0
190.0,2.0,7.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,25000000.0
180.0,2.0,10.0,Central,Yes,Wood,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,22700000.0
300.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,21000000.0
307.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,32600000.0
286.5,3.0,5.0,No,No,Other,Not specified,,Not specified,Settlement plot,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,22500000.0
320.0,3.0,10.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2024.0,Other,24500000.0
160.0,3.0,1.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,30000000.0
400.0,2.0,9.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,33500000.0
282.0,,5.4,Central,Yes,Other,Can live,6.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,,Other,37000000.0
150.0,2.0,5.0,Central,Yes,Monolithic,Needs repairs,3.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2023.0,Other,14000000.0
100.0,2.0,9.0,No,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,12000000.0
350.0,,9.0,Central,Yes,Monolithic,Can live,5.0,Not specified,Individual housing construction,In the house,Central,Central gas,Magistralny along the border,0.0,0.0,1.0,1.0,1.0,1.0,,Other,43000000.0
